battery_health,cpu,created_at,disks,full_charge_capacity,graphicscard,manufacturer,model,operatingsystem,ram_gb,serialnumber,systemsku,touchscreen
98.98,12th Gen Intel(R) Core(TM) i5-1245U (10C/12T),2025-02-11T09:33:00,512GB,45530,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,21B5004WUS,Microsoft Windows 11 Pro 10.0.22631,8,PW03YCN6,LENOVO_MT_21B5_BU_Think_FM_ThinkPad L13 Yoga Gen 3,Yes Detected
82.78,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-11T09:30:00,256GB,47200,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 11 Pro 10.0.26100,16,PC1H9C6C,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
69.56,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-11T09:16:00,256GB,39650,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 11 Pro 10.0.26100,16,PC1FCECY,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
81.41,Intel(R) Core(TM) i5-7300U CPU @ 2.60GHz (2C/4T),2025-02-10T16:03:00,256GB,55358,Intel(R) HD Graphics 620 [1920x1080],Dell Inc.,Latitude 5490,Microsoft Windows 11 Pro 10.0.26100,16,4GF8LQ2,0816,Not Detected
101.79,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2025-02-10T15:56:00,512GB,53440,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XX,Microsoft Windows 11 Home 10.0.26100,16,PW05GH23,LENOVO_MT_82XX_BU_idea_FM_IdeaPad Flex 5 14ABR8,Yes Detected
95.01,Intel(R) Xeon(R) E-2276M  CPU @ 2.80GHz (6C/12T),2025-02-10T13:55:00,1TB,92158,NVIDIA Quadro T2000 [Not Active]; Intel(R) UHD Graphics 630 [3840x2160],Dell Inc.,Precision 7540,Microsoft Windows 11 Pro 10.0.26100,32,6HZZX33,0926,Not Detected
93.42,Intel(R) Xeon(R) E-2276M  CPU @ 2.80GHz (6C/12T),2025-02-10T13:33:00,1TB,90619,Microsoft Basic Display Adapter [Not Active]; Intel(R) UHD Graphics 630 [3840x2160],Dell Inc.,Precision 7540,Microsoft Windows 11 Pro 10.0.26100,32,F1Y13Z2,0926,Not Detected
102,AMD Ryzen 5 8645HS w/ Radeon 760M Graphics (6C/12T),2025-02-10T12:50:00,512GB,58140,AMD Radeon 760M Graphics [1920x1200],LENOVO,83DR,Microsoft Windows 10 Home 10.0.19045,16,YX09GRTV,LENOVO_MT_83DR_BU_idea_FM_IdeaPad 5 2-in-1 14AHP9,Yes Detected
99.98,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-02-10T09:42:00,512GB,50990,Intel(R) UHD Graphics [1920x1080],LENOVO,20U9002NUS,Microsoft Windows 11 Pro 10.0.26100,16,PF2ZCG78,LENOVO_MT_20U9_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Not Detected
93.67,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2025-02-08T16:00:00,256GB,48708,Intel(R) UHD Graphics 620 [3840x2160],Dell Inc.,XPS 13 9370,Microsoft Windows 11 Pro 10.0.26100,16,DXX5SN2,07E6,Yes Detected
80.31,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-08T14:37:00,1TB,50023,NVIDIA T500 [Not Active]; Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Precision 3560,Microsoft Windows 11 Pro 10.0.26100,32,D6FFV93,0A22,Yes Detected
80.31,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz (4C/8T),2025-02-08T14:21:00,1TB,50038,NVIDIA T500 [Not Active]; Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Precision 3560,Microsoft Windows 11 Pro 10.0.26100,32,DJHLPG3,0A22,Not Detected
53.84,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz (4C/8T),2025-02-08T11:56:00,512GB,52223,Intel(R) HD Graphics 630 [3840x2160]; NVIDIA GeForce GTX 1050 [Not Active],Dell Inc.,XPS 15 9560,Microsoft Windows 11 Home 10.0.26100,16,BVZ33M2,07BE,Yes Detected
77.89,Intel(R) Xeon(R) W-11855M CPU @ 3.20GHz (6C/12T),2025-02-08T11:20:00,1TB,73997,Intel(R) UHD Graphics [1920x1080]; NVIDIA RTX A3000 Laptop GPU [Not Active],Dell Inc.,Precision 7560,Microsoft Windows 11 Pro for Workstations 10.0.26100,32,HZ9V3J3,0A69,Not Detected
100.11,AMD Ryzen 7 7730U with Radeon Graphics (8C/16T),2025-02-07T16:59:00,512GB,52560,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XX,Microsoft Windows 10 Home 10.0.19045,16,PW07N9WB,LENOVO_MT_82XX_BU_idea_FM_IdeaPad Flex 5 14ABR8,Yes Detected
87.71,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz (8C/16T),2025-02-07T16:41:00,1TB,83334,NVIDIA RTX A2000 Laptop GPU [Not Active]; Intel(R) UHD Graphics [1920x1080],Dell Inc.,Precision 7560,Microsoft Windows 11 Pro 10.0.26100,32,FX9CZH3,0A69,Not Detected
64.24,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz (8C/16T),2025-02-07T16:25:00,1TB,61036,NVIDIA RTX A2000 Laptop GPU [Not Active]; Intel(R) UHD Graphics [1920x1080],Dell Inc.,Precision 7560,Microsoft Windows 11 Pro 10.0.26100,32,6X9CZH3,0A69,Not Detected
79.41,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2025-02-07T16:21:00,512GB,45280,Intel(R) UHD Graphics [1920x1080],LENOVO,20T1S28W0N,Microsoft Windows 11 Pro 10.0.26100,16,PC1NZ75P,LENOVO_MT_20T1_BU_Think_FM_ThinkPad T14s Gen 1,Yes Detected
98.99,AMD Ryzen 7 7730U with Radeon Graphics (8C/16T),2025-02-07T16:15:00,512GB,51970,AMD Radeon (TM) Graphics [1920x1200],LENOVO,82XX,Microsoft Windows 10 Home 10.0.19045,16,PW06Y8HG,LENOVO_MT_82XX_BU_idea_FM_IdeaPad Flex 5 14ABR8,Yes Detected
90.74,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-02-07T16:03:00,512GB,51740,Intel(R) UHD Graphics [1920x1080],LENOVO,20T0002GUS,Microsoft Windows 11 Pro 10.0.26100,16,MJ0E63QS,LENOVO_MT_20T0_BU_Think_FM_ThinkPad T14s Gen 1,Not Detected
89.55,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-02-07T15:53:00,512GB,51060,Intel(R) UHD Graphics [1920x1080],LENOVO,20T0002GUS,Microsoft Windows 11 Pro 10.0.26100,16,PC1ZVVRJ,LENOVO_MT_20T0_BU_Think_FM_ThinkPad T14s Gen 1,Not Detected
94.81,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-02-07T15:45:00,512GB,54060,Intel(R) UHD Graphics [1920x1080],LENOVO,20T0002GUS,Microsoft Windows 11 Pro 10.0.26100,16,MJ0E8146,LENOVO_MT_20T0_BU_Think_FM_ThinkPad T14s Gen 1,Not Detected
74.36,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-07T15:29:00,512GB,45980,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 7420,Microsoft Windows 11 Pro 10.0.26100,16,7W613J3,0A37,Yes Detected
64.21,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-07T15:13:00,512GB,39794,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 7420,Microsoft Windows 11 Pro 10.0.26100,16,4HXD4M3,0A37,Yes Detected
62.4,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-02-07T15:04:00,512GB,31806,Intel(R) UHD Graphics [1920x1080],Dell Inc.,Latitude 7410,Microsoft Windows 11 Pro 10.0.26100,16,C95YDB3,09CD,Yes Detected
99.96,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-07T15:03:00,256GB,56980,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 11 Pro 10.0.26100,16,PC18G3E6,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
74.88,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-07T14:56:00,512GB,46299,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 7420,Microsoft Windows 11 Pro 10.0.26100,16,46W53J3,0A37,Yes Detected
75,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-07T14:48:00,512GB,46375,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 7420,Microsoft Windows 11 Pro 10.0.26100,16,461V5J3,0A37,Yes Detected
90.86,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-02-07T14:39:00,512GB,51810,Intel(R) UHD Graphics [1920x1080],LENOVO,20T0002GUS,Microsoft Windows 11 Pro 10.0.26100,16,PC1RAS7S,LENOVO_MT_20T0_BU_Think_FM_ThinkPad T14s Gen 1,Not Detected
85.23,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz (8C/16T),2025-02-07T14:22:00,1TB,80974,NVIDIA RTX A2000 Laptop GPU [Not Active]; Intel(R) UHD Graphics [1920x1080],Dell Inc.,Precision 7560,Microsoft Windows 11 Pro 10.0.26100,32,6VLBZH3,0A69,Not Detected
68.02,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-07T14:13:00,512GB,42058,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 7420,Microsoft Windows 11 Pro 10.0.26100,16,1PN03J3,0A37,Yes Detected
84.14,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz (8C/16T),2025-02-07T13:43:00,1TB,79937,NVIDIA RTX A2000 Laptop GPU [Not Active]; Intel(R) UHD Graphics [1920x1080],Dell Inc.,Precision 7560,Microsoft Windows 11 Pro 10.0.26100,32,CF8DZH3,0A69,Not Detected
84.97,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-07T13:30:00,256GB,48450,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 11 Pro 10.0.26100,16,PC1H9AWJ,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
83.29,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-07T11:51:00,256GB,47490,Microsoft Basic Display Adapter [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 11 Pro 10.0.26100,16,PC1H9CNN,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
92.21,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2025-02-07T10:56:00,512GB,52580,Intel(R) UHD Graphics [1920x1080],LENOVO,20T1S28W0N,Microsoft Windows 11 Pro 10.0.26100,16,PC1NZ2VB,LENOVO_MT_20T1_BU_Think_FM_ThinkPad T14s Gen 1,Yes Detected
94.79,AMD Ryzen 7 PRO 4750U with Radeon Graphics (8C/16T),2025-02-07T10:56:00,512GB,47820,Microsoft Basic Display Adapter [1920x1080],LENOVO,20UD003KUS,Microsoft Windows 11 Pro 10.0.26100,32,PF33D3ZH,LENOVO_MT_20UD_BU_Think_FM_ThinkPad T14 Gen 1,Yes Detected
94.44,11th Gen Intel(R) Core(TM) i7-1180G7 @ 1.30GHz (4C/8T),2025-02-07T09:56:00,256GB,37134,Intel(R) Iris(R) Xe Graphics [1920x1280],Dell Inc.,Latitude 7320 Detachable,Microsoft Windows 11 Pro 10.0.22631,16,796VZH3,0A45,Yes Detected
83.06,11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz (8C/16T),2025-02-07T09:50:00,1TB,78911,NVIDIA RTX A2000 Laptop GPU [Not Active]; Intel(R) UHD Graphics [1920x1080],Dell Inc.,Precision 7560,Microsoft Windows 11 Pro 10.0.26100,32,2X9CZH3,0A69,Not Detected
80.72,Intel(R) Core(TM) i7-1065G7 CPU @ 1.30GHz (4C/8T),2025-02-07T09:43:00,512GB,34870,Intel(R) Iris(R) Plus Graphics [2736x1824],Microsoft Corporation,Surface Pro 7,Microsoft Windows 11 Pro 10.0.22631,16,002459102153,Surface_Pro_7_1866,Yes Detected
62.4,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz (4C/8T),2025-02-06T17:37:00,256GB,31806,Intel(R) UHD Graphics [1920x1080],Dell Inc.,Latitude 7410,Microsoft Windows 11 Pro 10.0.26100,16,C95YDB3,09CD,Yes Detected
88.87,Intel(R) Core(TM) i7-1065G7 CPU @ 1.30GHz (4C/8T),2025-02-06T17:32:00,512GB,38390,Intel(R) Iris(R) Plus Graphics [2736x1824],Microsoft Corporation,Surface Pro 7,Microsoft Windows 11 Pro 10.0.22631,16,002224402153,Surface_Pro_7_1866,Yes Detected
78.37,11th Gen Intel(R) Core(TM) i5-1140G7 @ 1.10GHz (4C/8T),2025-02-06T16:38:00,256GB,31038,Intel(R) Iris(R) Xe Graphics [1920x1280],Dell Inc.,Latitude 7320 Detachable,Microsoft Windows 11 Pro 10.0.22631,16,G66Q5M3,0A45,Yes Detected
74.88,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-06T15:47:00,256GB,46299,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 7420,Microsoft Windows 11 Pro 10.0.22631,16,46W53J3,0A37,Yes Detected
68.02,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-06T15:40:00,256GB,42058,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 7420,Microsoft Windows 11 Pro 10.0.22631,16,1PN03J3,0A37,Yes Detected
75,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-06T15:35:00,256GB,46375,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 7420,Microsoft Windows 11 Pro 10.0.22631,16,461V5J3,0A37,Yes Detected
64.21,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-06T15:24:00,256GB,39794,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 7420,Microsoft Windows 11 Pro 10.0.22631,16,4HXD4M3,0A37,Yes Detected
103.91,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-06T14:52:00,256GB,59230,Microsoft Basic Display Adapter [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 10 Pro 10.0.19045,16,PC18G3DL,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
103.91,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-06T14:40:00,256GB,59230,Microsoft Basic Display Adapter [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 10 Pro 10.0.19045,16,PC18MCXN,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
93.46,AMD Ryzen 7 PRO 4750U with Radeon Graphics (8C/16T),2025-02-06T14:35:00,512GB,47150,Microsoft Basic Display Adapter [1920x1080],LENOVO,20UD003KUS,Microsoft Windows 10 Pro 10.0.19045,32,PF32RJCF,LENOVO_MT_20UD_BU_Think_FM_ThinkPad T14 Gen 1,Yes Detected
102.97,AMD Ryzen 7 PRO 4750U with Radeon Graphics (8C/16T),2025-02-06T14:31:00,512GB,52000,Microsoft Basic Display Adapter [1920x1080],LENOVO,20UD003KUS,Microsoft Windows 10 Pro 10.0.19045,32,PF33C7FT,LENOVO_MT_20UD_BU_Think_FM_ThinkPad T14 Gen 1,Yes Detected
97.5,AMD Ryzen 7 PRO 4750U with Radeon Graphics (8C/16T),2025-02-06T14:26:00,512GB,49190,Microsoft Basic Display Adapter [1920x1080],LENOVO,20UD003KUS,Microsoft Windows 10 Pro 10.0.19045,32,PF33X9W7,LENOVO_MT_20UD_BU_Think_FM_ThinkPad T14 Gen 1,Yes Detected
92.88,AMD Ryzen 7 PRO 4750U with Radeon Graphics (8C/16T),2025-02-06T14:11:00,512GB,46860,Microsoft Basic Display Adapter [1920x1080],LENOVO,20UD003KUS,Microsoft Windows 10 Pro 10.0.19045,32,PF33CR45,LENOVO_MT_20UD_BU_Think_FM_ThinkPad T14 Gen 1,Yes Detected
103.91,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-06T14:05:00,256GB,59230,Microsoft Basic Display Adapter [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 10 Pro 10.0.19045,16,PC18G3BD,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
82.41,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz (4C/8T),2025-02-06T14:00:00,256GB,46990,Microsoft Basic Display Adapter [1920x1080],LENOVO,20NX001TUS,Microsoft Windows 10 Pro 10.0.19045,16,PC189A4V,LENOVO_MT_20NX_BU_Think_FM_ThinkPad T490s,Not Detected
103.91,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-06T13:56:00,256GB,59230,Microsoft Basic Display Adapter [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 10 Pro 10.0.19045,16,PC18G3BE,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
85.67,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-06T13:49:00,256GB,48850,Microsoft Basic Display Adapter [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 10 Pro 10.0.19045,16,PC1H9CSC,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
88.04,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-06T13:36:00,256GB,50200,Microsoft Basic Display Adapter [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 10 Pro 10.0.19045,16,PC1H9CJ4,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
74.36,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz (4C/8T),2025-02-06T13:08:00,256GB,45980,Intel(R) Iris(R) Xe Graphics [1920x1080],Dell Inc.,Latitude 7420,Microsoft Windows 11 Pro 10.0.22631,16,7W613J3,0A37,Yes Detected
73.47,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-06T12:19:00,256GB,41890,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,8,PC0ZWKX9,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Yes Detected
86.71,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-06T12:04:00,256GB,49440,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,8,PC17PNK6,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Yes Detected
86.07,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-06T11:51:00,256GB,49060,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,8,PC10E9MX,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Yes Detected
75.18,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-06T11:43:00,256GB,42870,Intel(R) UHD Graphics 620 [2560x1440],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,8,PC0ZYD6F,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Not Detected
66.99,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-06T11:21:00,256GB,38200,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,8,PC0YDDAE,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Yes Detected
80.93,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-06T10:38:00,256GB,46130,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,16,PC0Z25N6,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Yes Detected
86.91,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-06T09:57:00,256GB,49540,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,8,PC10EAA8,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Yes Detected
69.68,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-06T09:16:00,256GB,39720,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,8,PC10EAAD,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Yes Detected
87.16,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-06T09:06:00,256GB,49680,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,8,PC0WDGGE,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Yes Detected
79.06,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-06T08:53:00,256GB,45080,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,16,PC0ZYD68,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Yes Detected
102.79,13th Gen Intel(R) Core(TM) i5-1335U (10C/12T),2025-02-05T16:41:00,256GB,48310,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,21JN003YCA,Microsoft Windows 11 Pro 10.0.26100,16,PF4NQMBA,LENOVO_MT_21JN_BU_Think_FM_ThinkPad E16 Gen 1,Not Detected
58.97,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-05T16:31:00,256GB,35386,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 5300 2-in-1,Microsoft Windows 11 Pro 10.0.22631,16,7FVLMT2,08B6,Yes Detected
74.44,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz (4C/8T),2025-02-05T16:28:00,256GB,34040,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20LXS3LJ00,Microsoft Windows 11 Pro 10.0.26100,8,PF1EJWKU,LENOVO_MT_20LX_BU_Think_FM_ThinkPad L580,Not Detected
84.85,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-05T15:41:00,256GB,50912,Intel(R) UHD Graphics 620 [1920x1080],Dell Inc.,Latitude 7300,Microsoft Windows 11 Pro 10.0.22631,16,31B51Z2,08E0,Not Detected
103.91,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-05T15:09:00,256GB,59230,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 11 Pro 10.0.26100,16,PC18MD37,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
61.24,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-05T14:59:00,256GB,34920,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 11 Pro 10.0.26100,16,PC1H2GGF,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
83.72,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz (4C/8T),2025-02-05T14:54:00,256GB,47720,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20NYS3DP00,Microsoft Windows 11 Pro 10.0.26100,16,PC1FCM6M,LENOVO_MT_20NY_BU_Think_FM_ThinkPad T490s,Yes Detected
70.6,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-05T14:34:00,256GB,40240,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L7002CUS,Microsoft Windows 11 Pro 10.0.26100,16,PC0Y218V,LENOVO_MT_20L7_BU_Think_FM_ThinkPad T480s,Not Detected
75.18,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-05T14:11:00,256GB,42870,Intel(R) UHD Graphics 620 [1920x1080],LENOVO,20L8S3DK12,Microsoft Windows 11 Pro 10.0.26100,16,PC0ZYD6F,LENOVO_MT_20L8_BU_Think_FM_ThinkPad T480s,Yes Detected
101.93,AMD Ryzen 5 8645HS w/ Radeon 760M Graphics (6C/12T),2025-02-05T13:31:00,512GB,58100,AMD Radeon 760M Graphics [1920x1200],LENOVO,83DD,Microsoft Windows 11 Home 10.0.26100,16,MP2MJ0HQ,LENOVO_MT_83DD_BU_idea_FM_IdeaPad Slim 5 16AHP9,Yes Detected
100.7,AMD Ryzen 5 7530U with Radeon Graphics (6C/12T),2025-02-05T12:44:00,256GB,47330,AMD Radeon (TM) Graphics [1920x1200],LENOVO,21JT001BCA,Microsoft Windows 11 Pro 10.0.26100,16,PF4RJTDV,LENOVO_MT_21JT_BU_Think_FM_ThinkPad E16 Gen 1,Not Detected
84.63,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz (4C/8T),2025-02-05T11:39:00,512GB,43170,Intel(R) UHD Graphics [1920x1080],LENOVO,20UAS7VM00,Microsoft Windows 11 Pro 10.0.22631,16,PF2GCCFV,LENOVO_MT_20UA_BU_Think_FM_ThinkPad X1 Carbon Gen 8,Yes Detected
70.35,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz (4C/8T),2025-02-05T11:05:00,256GB,40100,Microsoft Basic Display Adapter [1920x1080],LENOVO,20L7002CUS,Microsoft Windows 11 Pro 10.0.26100,16,PC11NJPJ,LENOVO_MT_20L7_BU_Think_FM_ThinkPad T480s,Not Detected
74.04,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz (4C/8T),2025-02-05T10:57:00,256GB,42200,Microsoft Basic Display Adapter [1920x1080],LENOVO,20L70025US,Microsoft Windows 11 Pro 10.0.26100,16,PC0X8DFZ,LENOVO_MT_20L7_BU_Think_FM_ThinkPad T480s,Not Detected
107.62,13th Gen Intel(R) Core(TM) i7-1355U (10C/12T),2025-02-05T10:50:00,512GB,44180,Intel(R) Iris(R) Xe Graphics [1920x1200],LENOVO,21EX005RUS,Microsoft Windows 11 Pro 10.0.26100,16,GM0FSMTC,LENOVO_MT_21EX_BU_Think_FM_ThinkPad X13 Gen 4,Yes Detected
86.82,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz (4C/8T),2025-02-05T10:50:00,256GB,49490,Microsoft Basic Display Adapter [1920x1080],LENOVO,20L7002HUS,Microsoft Windows 11 Pro 10.0.26100,16,PC169S5H,LENOVO_MT_20L7_BU_Think_FM_ThinkPad T480s,Not Detected
